date, timestamp, heart_rate, AVNN, SDNN, rMSSD, pNN50, LF, HF, LFHF, alpha1, artifacts_removed, steps, latitude, longitude
2021-12-06 03:30:11 +0000, 04:36:00, 59.311079, 1011.615385, 41.205626, 33.408772, 6.666667, 0.067604, 0.058300, 1.159601,1.015299, 33.000000, 0.000000, 0.000000, 0.000000
2021-12-06 03:32:11 +0000, 04:38:00, 57.989691, 1034.666667, 53.809341, 29.219820, 3.157895, 0.045833, 0.040907, 1.120427,1.322745, 23.000000, 0.000000, 0.000000, 0.000000
2021-12-06 03:34:11 +0000, 04:40:00, 57.861835, 1036.952941, 59.428703, 42.597302, 5.952381, 0.150665, 0.112142, 1.343518,1.324918, 34.000000, 0.000000, 0.000000, 0.000000
2021-12-06 03:36:11 +0000, 04:42:00, 57.278966, 1047.504950, 44.575877, 29.612821, 4.000000, 0.057151, 0.044238, 1.291898,1.220184, 15.000000, 0.000000, 0.000000, 0.000000
2021-12-06 03:38:11 +0000, 04:44:00, 57.228018, 1048.437500, 56.379538, 33.789398, 7.368421, 0.056852, 0.040112, 1.417333,1.262033, 20.000000, 0.000000, 0.000000, 0.000000
2021-12-06 03:40:11 +0000, 04:46:00, 57.354451, 1046.126316, 36.412984, 29.356906, 2.127660, 0.053121, 0.049991, 1.062612,0.981376, 20.000000, 0.000000, 0.000000, 0.000000
2021-12-06 03:42:11 +0000, 04:48:00, 57.955896, 1035.270000, 31.626019, 30.490547, 3.030303, 0.031971, 0.051781, 0.617418,0.742685, 15.000000, 0.000000, 0.000000, 0.000000
2021-12-06 03:44:11 +0000, 04:50:00, 58.417850, 1027.083333, 37.817527, 30.265140, 4.210526, 0.053318, 0.054173, 0.984216,1.073018, 22.000000, 0.000000, 0.000000, 0.000000
2021-12-06 03:46:11 +0000, 04:52:00, 60.184990, 996.926316, 103.533813, 47.643614, 11.702128, 0.086804, 0.083993, 1.033468,1.477016, 27.000000, 0.000000, 0.000000, 0.000000
2021-12-06 03:48:11 +0000, 04:54:00, 55.173906, 1087.470588, 41.934264, 28.646466, 4.950495, 0.034121, 0.030741, 1.109942,0.971478, 10.000000, 0.000000, 0.000000, 0.000000
2021-12-06 03:50:11 +0000, 04:56:00, 56.732913, 1057.587156, 30.269029, 22.199604, 0.000000, 0.024575, 0.020332, 1.208653,1.228791, 4.000000, 0.000000, 0.000000, 0.000000
2021-12-06 03:52:11 +0000, 04:58:00, 56.539180, 1061.211009, 39.508506, 24.429758, 1.851852, 0.054920, 0.048423, 1.134166,1.206541, 5.000000, 0.000000, 0.000000, 0.000000
2021-12-06 03:54:11 +0000, 05:00:00, 56.181197, 1067.972973, 24.552285, 24.160017, 0.909091, 0.020784, 0.023565, 0.881987,0.858646, 2.000000, 0.000000, 0.000000, 0.000000
2021-12-06 03:56:11 +0000, 05:02:00, 56.028948, 1070.875000, 30.184363, 22.727436, 1.801802, 0.037907, 0.019585, 1.935478,1.274509, 0.000000, 0.000000, 0.000000, 0.000000
2021-12-06 03:58:11 +0000, 05:04:00, 56.390031, 1064.017857, 25.643895, 23.904355, 0.000000, 0.030878, 0.023023, 1.341186,1.065798, 1.000000, 0.000000, 0.000000, 0.000000
2021-12-06 04:00:11 +0000, 05:06:00, 56.788849, 1056.545455, 23.759658, 21.466382, 0.000000, 0.028843, 0.023182, 1.244222,0.902210, 3.000000, 0.000000, 0.000000, 0.000000
2021-12-06 04:02:11 +0000, 05:08:00, 56.656746, 1059.008929, 23.476648, 23.504738, 0.000000, 0.011899, 0.030991, 0.383957,1.149464, 2.000000, 0.000000, 0.000000, 0.000000
2021-12-06 04:04:11 +0000, 05:10:00, 56.631944, 1059.472727, 23.727305, 21.983369, 0.000000, 0.019442, 0.022708, 0.856155,0.985203, 3.000000, 0.000000, 0.000000, 0.000000
2021-12-06 04:06:11 +0000, 05:12:00, 56.787991, 1056.561404, 20.100364, 20.869492, 0.000000, 0.018956, 0.018514, 1.023874,0.858376, 0.000000, 0.000000, 0.000000, 0.000000
2021-12-06 04:08:11 +0000, 05:14:00, 56.102889, 1069.463636, 21.676856, 20.494579, 0.000000, 0.016707, 0.023597, 0.708023,0.952624, 3.000000, 0.000000, 0.000000, 0.000000
2021-12-06 04:10:11 +0000, 05:16:00, 56.992876, 1052.763158, 23.814665, 21.740967, 0.000000, 0.023485, 0.019197, 1.223336,0.978165, 0.000000, 0.000000, 0.000000, 0.000000
2021-12-06 04:12:11 +0000, 05:18:00, 56.130972, 1068.928571, 26.186415, 22.041077, 0.000000, 0.021803, 0.017319, 1.258914,1.033277, 0.000000, 0.000000, 0.000000, 0.000000
2021-12-06 04:14:11 +0000, 05:20:00, 56.962353, 1053.327273, 39.536952, 26.646868, 0.917431, 0.023647, 0.024548, 0.963283,1.144946, 5.000000, 0.000000, 0.000000, 0.000000
2021-12-06 04:16:11 +0000, 05:22:00, 64.080656, 936.320000, 114.638105, 32.179979, 6.060606, 0.059088, 0.054271, 1.088769,1.964475, 26.000000, 0.000000, 0.000000, 0.000000
2021-12-06 04:18:11 +0000, 05:24:00, 59.996703, 1000.054945, 37.106309, 31.378981, 3.333333, 0.089225, 0.065758, 1.356863,1.151594, 32.000000, 0.000000, 0.000000, 0.000000
2021-12-06 04:20:11 +0000, 05:26:00, 59.721539, 1004.662651, 37.271861, 28.567010, 0.000000, 0.042362, 0.057583, 0.735660,1.044216, 33.000000, 0.000000, 0.000000, 0.000000
2021-12-06 04:22:11 +0000, 05:28:00, 61.424930, 976.802083, 96.258427, 38.813383, 5.263158, 0.102017, 0.074601, 1.367503,1.613411, 27.000000, 0.000000, 0.000000, 0.000000
2021-12-06 04:24:11 +0000, 05:30:00, 56.411412, 1063.614583, 33.135197, 28.210455, 3.157895, 0.027419, 0.046676, 0.587440,1.033496, 17.000000, 0.000000, 0.000000, 0.000000
2021-12-06 04:26:11 +0000, 05:32:00, 57.216003, 1048.657658, 24.177055, 22.512993, 0.000000, 0.037073, 0.022731, 1.630932,0.765806, 3.000000, 0.000000, 0.000000, 0.000000
2021-12-06 04:28:11 +0000, 05:34:00, 57.946950, 1035.429825, 29.610527, 22.662114, 0.000000, 0.020469, 0.037353, 0.548005,1.113985, 2.000000, 0.000000, 0.000000, 0.000000
2021-12-06 04:30:11 +0000, 05:36:00, 58.005801, 1034.379310, 30.311365, 20.047312, 0.000000, 0.027831, 0.037024, 0.751716,1.257166, 0.000000, 0.000000, 0.000000, 0.000000
2021-12-06 04:32:11 +0000, 05:38:00, 57.181270, 1049.294643, 32.841876, 22.031795, 0.900901, 0.016015, 0.025347, 0.631825,1.034883, 4.000000, 0.000000, 0.000000, 0.000000
2021-12-06 04:34:11 +0000, 05:40:00, 58.624088, 1023.470085, 24.190831, 18.644967, 0.000000, 0.017744, 0.022034, 0.805287,1.068803, 0.000000, 0.000000, 0.000000, 0.000000
2021-12-06 04:36:11 +0000, 05:42:00, 59.423245, 1009.705882, 27.185696, 17.951025, 0.000000, 0.010536, 0.017155, 0.614155,1.105836, 0.000000, 0.000000, 0.000000, 0.000000
2021-12-06 04:38:11 +0000, 05:44:00, 58.785921, 1020.652542, 30.954226, 18.088385, 0.000000, 0.011569, 0.014170, 0.816426,1.186720, 0.000000, 0.000000, 0.000000, 0.000000
2021-12-06 04:40:11 +0000, 05:46:00, 58.963992, 1017.570175, 28.186931, 17.634939, 0.000000, 0.018445, 0.020082, 0.918491,0.980439, 3.000000, 0.000000, 0.000000, 0.000000
2021-12-06 04:42:11 +0000, 05:48:00, 60.746388, 987.713043, 31.333086, 18.293091, 0.877193, 0.035416, 0.018471, 1.917462,1.518927, 8.000000, 0.000000, 0.000000, 0.000000
2021-12-06 04:44:11 +0000, 05:50:00, 59.060777, 1015.902655, 31.588672, 18.662001, 0.000000, 0.019330, 0.022249, 0.868799,1.233211, 5.000000, 0.000000, 0.000000, 0.000000
2021-12-06 04:46:11 +0000, 05:52:00, 59.089810, 1015.403509, 39.324369, 18.902711, 0.000000, 0.020231, 0.027428, 0.737625,1.332542, 4.000000, 0.000000, 0.000000, 0.000000
2021-12-06 04:48:11 +0000, 05:54:00, 61.318661, 978.494949, 134.819045, 54.488058, 6.122449, 0.104972, 0.084349, 1.244487,1.411205, 25.000000, 0.000000, 0.000000, 0.000000
2021-12-06 04:50:11 +0000, 05:56:00, 59.348430, 1010.978723, 85.829795, 29.182335, 2.150538, 0.067380, 0.064993, 1.036726,1.660245, 25.000000, 0.000000, 0.000000, 0.000000
2021-12-06 04:52:11 +0000, 05:58:00, 56.182604, 1067.946237, 77.460953, 38.298854, 7.608696, 0.081706, 0.062529, 1.306697,1.542546, 25.000000, 0.000000, 0.000000, 0.000000
2021-12-06 04:54:11 +0000, 06:00:00, 63.581773, 943.666667, 287.994367, 403.856587, 55.172414, 0.072018, 0.222552, 0.323602,0.976088, 66.000000, 0.000000, 0.000000, 0.000000
2021-12-06 04:56:11 +0000, 06:02:00, 95.851285, 625.969697, 303.449422, 399.871431, 56.250000, 0.251107, 0.344356, 0.729206,0.794760, 68.000000, 0.000000, 0.000000, 0.000000
2021-12-06 04:58:11 +0000, 06:04:00, 86.615339, 692.717949, 281.791349, 321.540086, 44.736842, 0.352531, 0.184822, 1.907413,0.817397, 71.000000, 0.000000, 0.000000, 0.000000
2021-12-06 05:00:11 +0000, 06:06:00, 94.895758, 632.272727, 253.479175, 237.290621, 43.750000, 0.051487, 0.424942, 0.121163,0.675573, 70.000000, 0.000000, 0.000000, 0.000000
2021-12-06 05:02:11 +0000, 06:08:00, 78.404402, 765.263158, 353.547648, 456.995817, 50.000000, 0.000000, 0.372842, 0.000000,0.315735, 61.000000, 0.000000, 0.000000, 0.000000
2021-12-06 05:04:11 +0000, 06:10:00, 87.591241, 685.000000, 321.699282, 496.659879, 58.620690, 0.129797, 0.578626, 0.224319,0.410542, 74.000000, 0.000000, 0.000000, 0.000000
2021-12-06 05:06:11 +0000, 06:12:00, 80.119034, 748.885714, 314.503878, 311.013154, 61.764706, 0.368526, 0.196087, 1.879405,0.898306, 66.000000, 0.000000, 0.000000, 0.000000
2021-12-06 05:08:11 +0000, 06:14:00, 69.358222, 865.074074, 344.313653, 411.231176, 73.076923, 0.235095, 0.409038, 0.574751,0.991385, 71.000000, 0.000000, 0.000000, 0.000000
2021-12-06 05:10:11 +0000, 06:16:00, 88.880111, 675.066667, 251.880915, 255.174380, 41.379310, 0.196272, 0.265515, 0.739210,1.102742, 67.000000, 0.000000, 0.000000, 0.000000
2021-12-06 05:12:11 +0000, 06:18:00, 87.655223, 684.500000, 350.694223, 497.522590, 65.217391, 0.000000, 0.368598, 0.000000,1.049855, 69.000000, 0.000000, 0.000000, 0.000000
2021-12-06 05:14:11 +0000, 06:20:00, 80.613704, 744.290323, 336.738726, 357.182702, 43.333333, 0.430753, 0.421203, 1.022674,0.730948, 71.000000, 0.000000, 0.000000, 0.000000
2021-12-06 05:16:11 +0000, 06:22:00, 106.292517, 564.480000, 196.938868, 324.409698, 45.833333, 0.000000, 0.162003, 0.000000,0.315430, 71.000000, 0.000000, 0.000000, 0.000000
2021-12-06 05:18:11 +0000, 06:24:00, 91.807910, 653.538462, 264.846686, 272.184109, 34.210526, 0.464740, 0.264092, 1.759764,1.065410, 70.000000, 0.000000, 0.000000, 0.000000
2021-12-06 05:20:11 +0000, 06:26:00, 91.214091, 657.793103, 273.859198, 346.370921, 53.571429, 0.224836, 0.250563, 0.897323,0.615709, 68.000000, 0.000000, 0.000000, 0.000000
2021-12-06 05:22:11 +0000, 06:28:00, 77.928403, 769.937500, 272.936283, 279.982321, 48.387097, 0.030843, 0.322665, 0.095587,1.010531, 69.000000, 0.000000, 0.000000, 0.000000
2021-12-06 05:24:11 +0000, 06:30:00, 93.555094, 641.333333, 266.647957, 189.603893, 39.130435, 0.000000, 0.067341, 0.000000,1.299159, 63.000000, 0.000000, 0.000000, 0.000000
2021-12-06 05:26:11 +0000, 06:32:00, 75.736325, 792.222222, 287.195765, 311.186054, 50.000000, 0.225010, 0.265878, 0.846291,0.722355, 75.000000, 0.000000, 0.000000, 0.000000
2021-12-06 05:28:11 +0000, 06:34:00, 76.182415, 787.583333, 298.784562, 363.082134, 65.217391, 0.204588, 0.311136, 0.657553,1.124512, 66.000000, 0.000000, 0.000000, 0.000000
2021-12-06 05:30:11 +0000, 06:36:00, 83.146786, 721.615385, 304.331919, 368.524027, 60.000000, 0.086284, 0.579194, 0.148973,1.009637, 64.000000, 0.000000, 0.000000, 0.000000
2021-12-06 05:32:11 +0000, 06:38:00, 75.246904, 797.375000, 311.593208, 323.048139, 41.935484, 0.243535, 0.253531, 0.960572,0.620180, 70.000000, 0.000000, 0.000000, 0.000000
2021-12-06 05:34:11 +0000, 06:40:00, 79.583415, 753.925926, 309.352375, 382.860183, 61.538462, 0.079236, 0.242389, 0.326895,1.035179, 72.000000, 0.000000, 0.000000, 0.000000
2021-12-06 05:36:11 +0000, 06:42:00, 61.598481, 974.050000, 242.688650, 150.581417, 25.641026, 0.051763, 0.095659, 0.541115,1.301910, 70.000000, 0.000000, 0.000000, 0.000000
2021-12-06 05:38:11 +0000, 06:44:00, 53.451137, 1122.520548, 60.637159, 36.360867, 12.500000, 0.068678, 0.073495, 0.934456,1.318078, 38.000000, 0.000000, 0.000000, 0.000000
2021-12-06 05:40:11 +0000, 06:46:00, 54.157211, 1107.885714, 61.672219, 44.304594, 11.594203, 0.062836, 0.065259, 0.962859,1.215012, 43.000000, 0.000000, 0.000000, 0.000000
2021-12-06 05:42:11 +0000, 06:48:00, 52.696182, 1138.602410, 52.163605, 36.809486, 13.414634, 0.051134, 0.058687, 0.871304,1.033809, 27.000000, 0.000000, 0.000000, 0.000000
2021-12-06 05:44:11 +0000, 06:50:00, 55.469492, 1081.675676, 59.093935, 39.969954, 9.589041, 0.109225, 0.088777, 1.230340,1.334793, 38.000000, 0.000000, 0.000000, 0.000000
2021-12-06 05:46:11 +0000, 06:52:00, 56.284510, 1066.012658, 52.047450, 40.116875, 5.128205, 0.088332, 0.062069, 1.423126,1.089462, 36.000000, 0.000000, 0.000000, 0.000000
2021-12-06 05:48:11 +0000, 06:54:00, 56.255274, 1066.566667, 58.645802, 39.458695, 8.988764, 0.095349, 0.072422, 1.316580,0.970244, 28.000000, 0.000000, 0.000000, 0.000000
2021-12-06 05:50:11 +0000, 06:56:00, 58.002148, 1034.444444, 95.360697, 56.158343, 6.250000, 0.285692, 0.175824, 1.624868,1.163964, 30.000000, 0.000000, 0.000000, 0.000000
2021-12-06 05:52:11 +0000, 06:58:00, 56.457670, 1062.743119, 46.774956, 26.970562, 0.925926, 0.026669, 0.043459, 0.613644,1.137328, 4.000000, 0.000000, 0.000000, 0.000000
2021-12-06 05:54:11 +0000, 07:00:00, 58.198492, 1030.954545, 42.375364, 24.446654, 2.752294, 0.023916, 0.027080, 0.883160,1.411178, 6.000000, 0.000000, 0.000000, 0.000000
2021-12-06 05:56:11 +0000, 07:02:00, 61.749983, 971.660194, 130.903284, 33.620332, 4.901961, 0.108836, 0.089494, 1.216125,1.675206, 24.000000, 0.000000, 0.000000, 0.000000
2021-12-06 05:58:11 +0000, 07:04:00, 56.640510, 1059.312500, 59.435910, 42.564883, 12.658228, 0.116469, 0.091444, 1.273669,1.155483, 39.000000, 0.000000, 0.000000, 0.000000
2021-12-06 06:00:11 +0000, 07:06:00, 55.342964, 1084.148649, 52.566038, 41.367425, 12.328767, 0.150089, 0.076254, 1.968273,1.066154, 43.000000, 0.000000, 0.000000, 0.000000
2021-12-06 06:02:11 +0000, 07:08:00, 59.117781, 1014.923077, 101.067380, 39.745398, 7.777778, 0.059994, 0.059075, 1.015558,1.652157, 30.000000, 0.000000, 0.000000, 0.000000
2021-12-06 06:04:11 +0000, 07:10:00, 53.582210, 1119.774648, 50.550211, 33.479823, 15.714286, 0.047310, 0.069424, 0.681455,1.170874, 38.000000, 0.000000, 0.000000, 0.000000
2021-12-06 06:06:11 +0000, 07:12:00, 56.058646, 1070.307692, 65.164335, 42.961580, 10.389610, 0.107535, 0.088143, 1.220003,1.033985, 39.000000, 0.000000, 0.000000, 0.000000
2021-12-06 06:08:11 +0000, 07:14:00, 57.165094, 1049.591549, 51.912223, 49.996087, 15.714286, 0.085038, 0.127859, 0.665091,0.735761, 50.000000, 0.000000, 0.000000, 0.000000
2021-12-06 06:10:11 +0000, 07:16:00, 57.258571, 1047.878049, 55.746761, 37.022122, 9.876543, 0.136688, 0.060640, 2.254091,1.249726, 36.000000, 0.000000, 0.000000, 0.000000
2021-12-06 06:12:11 +0000, 07:18:00, 72.293028, 829.955556, 280.568886, 308.931730, 45.454545, 0.132996, 0.552505, 0.240714,0.607233, 67.000000, 0.000000, 0.000000, 0.000000
2021-12-06 06:14:11 +0000, 07:20:00, 84.103416, 713.407407, 290.164468, 343.029037, 57.692308, 0.000000, 0.000010, 0.000000,0.855024, 71.000000, 0.000000, 0.000000, 0.000000
2021-12-06 06:16:11 +0000, 07:22:00, 93.920548, 638.837838, 262.806219, 309.691967, 44.444444, 0.246976, 0.375163, 0.658319,1.216327, 71.000000, 0.000000, 0.000000, 0.000000
2021-12-06 06:18:11 +0000, 07:24:00, 83.761035, 716.323529, 298.117974, 398.544187, 45.454545, 0.130032, 0.625737, 0.207806,0.675458, 70.000000, 0.000000, 0.000000, 0.000000
2021-12-06 06:20:11 +0000, 07:26:00, 79.004649, 759.448980, 219.861769, 237.023206, 18.750000, 0.176886, 0.322858, 0.547874,0.580591, 50.000000, 0.000000, 0.000000, 0.000000
2021-12-06 06:22:11 +0000, 07:28:00, 57.381949, 1045.625000, 46.265369, 27.860472, 3.883495, 0.047008, 0.048403, 0.971165,1.052888, 12.000000, 0.000000, 0.000000, 0.000000
2021-12-06 06:24:11 +0000, 07:30:00, 55.620609, 1078.736842, 40.300826, 30.980396, 3.191489, 0.047436, 0.041250, 1.149968,0.849128, 16.000000, 0.000000, 0.000000, 0.000000
2021-12-06 06:26:11 +0000, 07:32:00, 57.948019, 1035.410714, 36.137841, 22.731236, 0.900901, 0.018242, 0.026490, 0.688653,1.332524, 6.000000, 0.000000, 0.000000, 0.000000
2021-12-06 06:28:11 +0000, 07:34:00, 63.458185, 945.504505, 114.456371, 22.859563, 2.727273, 0.071717, 0.048207, 1.487700,1.809479, 18.000000, 0.000000, 0.000000, 0.000000
2021-12-06 06:30:11 +0000, 07:36:00, 61.568146, 974.529915, 92.802903, 19.661262, 0.000000, 0.012976, 0.029172, 0.444820,1.384079, 3.000000, 0.000000, 0.000000, 0.000000
2021-12-06 06:32:11 +0000, 07:38:00, 82.840656, 724.282051, 309.099239, 329.189915, 57.894737, 0.323340, 0.183051, 1.766392,0.910675, 79.000000, 0.000000, 0.000000, 0.000000
2021-12-06 06:34:11 +0000, 07:40:00, 95.202116, 630.238095, 212.121366, 191.301360, 30.000000, 0.000000, 0.216774, 0.000000,1.580657, 64.000000, 0.000000, 0.000000, 0.000000
2021-12-06 06:36:11 +0000, 07:42:00, 110.410095, 543.428571, 154.207928, 225.392734, 33.333333, 0.000000, 0.015554, 0.000000,-0.266763, 65.000000, 0.000000, 0.000000, 0.000000
2021-12-06 06:38:11 +0000, 07:44:00, 99.253238, 604.514286, 237.510431, 190.761870, 41.176471, 0.253589, 0.187307, 1.353866,1.730981, 72.000000, 0.000000, 0.000000, 0.000000
2021-12-06 06:40:11 +0000, 07:46:00, 77.411671, 775.076923, 354.362255, 488.251707, 73.684211, 0.267178, 0.508817, 0.525097,1.052316, 75.000000, 0.000000, 0.000000, 0.000000
2021-12-06 06:42:11 +0000, 07:48:00, 81.629182, 735.031250, 345.830272, 384.455632, 58.064516, 0.101192, 0.561597, 0.180187,1.152484, 74.000000, 0.000000, 0.000000, 0.000000
2021-12-06 06:44:11 +0000, 07:50:00, 77.082543, 778.386364, 221.845667, 228.906094, 30.232558, 0.193431, 0.127351, 1.518879,0.977263, 61.000000, 0.000000, 0.000000, 0.000000
2021-12-06 06:46:11 +0000, 07:52:00, 62.897026, 953.940171, 62.892407, 20.668607, 0.862069, 0.060515, 0.026245, 2.305783,1.461536, 10.000000, 0.000000, 0.000000, 0.000000
2021-12-06 06:48:11 +0000, 07:54:00, 60.579333, 990.436782, 99.292797, 104.486363, 8.139535, 0.074947, 0.054270, 1.381011,0.546204, 26.000000, 0.000000, 0.000000, 0.000000
